position,team,nation,time,minutes
82,INDIVIDUALE,ITA,0:45:14,45.23
83,DLL,ITA,0:45:23,45.38
84,INDIVIDUALE,ITA,0:45:26,45.43
85,INDIVIDUALE,ITA,0:45:28,45.47
86,INDIVIDUALE,ITA,0:45:30,45.5
87,INDIVIDUALE,ITA,0:45:34,45.57
88,INDIVIDUALE,ITA,0:45:36,45.6
89,LABS,ITA,0:45:36,45.6
90,INDIVIDUALE,ITA,0:45:38,45.63
91,INDIVIDUALE,ITA,0:45:39,45.65
92,DLL,ITA,0:45:40,45.67
93,INDIVIDUALE,ITA,0:45:45,45.75
94,INDIVIDUALE,ITA,0:45:46,45.77
95,INDIVIDUALE,ITA,0:45:58,45.97
96,INDIVIDUALE,ITA,0:46:06,46.1
97,PIASTRELLE & SKATE,ITA,0:46:10,46.17
98,CUS PRO PATRIA TRIATHLON,ITA,0:46:17,46.28
99,INDIVIDUALE,ITA,0:46:17,46.28
100,DLL,ITA,0:46:22,46.37
101,DLL,ITA,0:46:23,46.38
102,CUS PRO PATRIA TRIATHLON,ITA,0:46:34,46.57
103,DLL,ITA,0:46:39,46.65
104,INDIVIDUALE,ITA,0:46:40,46.67
105,MARCELLO TETTAMANTI,ITA,0:46:44,46.73
106,INDIVIDUALE,ITA,0:46:53,46.88
107,INDIVIDUALE,ITA,0:46:58,46.97
108,PWC,ITA,0:46:58,46.97
109,LABS,ITA,0:47:00,47.0
110,INDIVIDUALE,ITA,0:47:03,47.05
111,CUS PRO PATRIA TRIATHLON,ITA,0:47:06,47.1
112,INDIVIDUALE,ITA,0:47:13,47.22
113,INDIVIDUALE,ITA,0:47:16,47.27
114,INDIVIDUALE,ITA,0:47:19,47.32
115,INDIVIDUALE,ITA,0:47:21,47.35
116,INDIVIDUALE,ITA,0:47:29,47.48
117,INDIVIDUALE,ITA,0:47:44,47.73
118,INDIVIDUALE,ITA,0:47:44,47.73
119,LE 3 PIPPE,ITA,0:47:45,47.75
120,INDIVIDUALE,ITA,0:47:47,47.78
121,INDIVIDUALE,ITA,0:47:48,47.8
122,GEOTEAM-U4,RUS,0:47:50,47.83
123,MARCELLO TETTAMANTI,ITA,0:47:52,47.87
124,INDIVIDUALE,ITA,0:47:58,47.97
125,POLISPOTIVA,ITA,0:47:58,47.97
126,PWC TEAM,ITA,0:48:01,48.02
127,INDIVIDUALE,ITA,0:48:02,48.03
128,INDIVIDUALE,ITA,0:48:06,48.1
129,TEAM PURI,PHI,0:48:11,48.18
130,INDIVIDUALE,ITA,0:48:12,48.2
131,INDIVIDUALE,ITA,0:48:20,48.33
132,INDIVIDUALE,ITA,0:48:20,48.33
133,INDIVIDUALE,ITA,0:48:23,48.38
134,INDIVIDUALE,ITA,0:48:23,48.38
135,INDIVIDUALE,ITA,0:48:25,48.42
136,INDIVIDUALE,ITA,0:48:31,48.52
137,INDIVIDUALE,ITA,0:48:32,48.53
138,INDIVIDUALE,ITA,0:48:37,48.62
139,ROAD RUNNERS CLUB MILANO,ITA,0:48:38,48.63
140,TTB,ITA,0:48:44,48.73
141,INDIVIDUALE,ITA,0:48:47,48.78
142,INDIVIDUALE,ITA,0:48:49,48.82
143,DLL,ITA,0:48:51,48.85
144,ROAD RUNNERS CUB MILANO,ITA,0:48:53,48.88
145,INDIVIDUALE,ITA,0:49:02,49.03
146,INDIVIDUALE,ITA,0:49:03,49.05
147,INDIVIDUALE,ITA,0:49:05,49.08
148,INDIVIDUALE,ITA,0:49:11,49.18
149,INDIVIDUALE,ITA,0:49:11,49.18
150,INDIVIDUALE,ITA,0:49:14,49.23
151,INDIVIDUALE,ITA,0:49:20,49.33
152,INDIVIDUALE,ITA,0:49:23,49.38
153,DLL,ITA,0:49:24,49.4
154,DLL,ITA,0:49:24,49.4
155,INDIVIDUALE,ITA,0:49:33,49.55
156,DLL,ITA,0:49:48,49.8
157,INDIVIDUALE,ITA,0:49:59,49.98
158,INDIVIDUALE,ITA,0:50:02,50.03
159,INDIVIDUALE,ITA,0:50:03,50.05
160,INDIVIDUALE,ITA,0:50:06,50.1
161,INDIVIDUALE,ITA,0:50:20,50.33
162,INDIVIDUALE,ITA,0:50:34,50.57
163,INDIVIDUALE,ITA,0:50:34,50.57
164,LE 3 PIPPE,ITA,0:50:36,50.6
165,INDIVIDUALE,ITA,0:50:37,50.62
166,INDIVIDUALE,ITA,0:50:38,50.63
167,CUS PRO PATRIA TRIATHLON,ITA,0:50:43,50.72
168,INDIVIDUALE,ITA,0:50:44,50.73
169,INDIVIDUALE,ITA,0:50:45,50.75
170,INDIVIDUALE,ITA,0:50:48,50.8
171,INDIVIDUALE,ITA,0:50:48,50.8
172,PWC,ITA,0:50:49,50.82
173,PWC,ITA,0:50:59,50.98
174,FORZA JUVE,ITA,0:51:00,51.0
175,INDIVIDUALE,ITA,0:51:02,51.03
176,INDIVIDUALE,PHI,0:51:04,51.07
177,JSC,ITA,0:51:04,51.07
178,INDIVIDUALE,ITA,0:51:04,51.07
179,INDIVIDUALE,ITA,0:51:07,51.12
180,INDIVIDUALE,ITA,0:51:13,51.22
181,INDIVIDUALE,ITA,0:51:14,51.23
182,ADIDAS RUNNERS,ITA,0:51:14,51.23
183,INDIVIDUALE,ITA,0:51:14,51.23
184,INDIVIDUALE,ITA,0:51:14,51.23
185,INDIVIDUALE,ITA,0:51:19,51.32
186,INDIVIDUALE,ITA,0:51:22,51.37
187,INDIVIDUALE,ITA,0:51:26,51.43
188,INDIVIDUALE,ITA,0:51:33,51.55
189,PWC,ITA,0:51:35,51.58
190,INDIVIDUALE,ITA,0:51:49,51.82
191,DLL,ITA,0:51:52,51.87
192,INDIVIDUALE,ITA,0:51:53,51.88
193,INDIVIDUALE,ITA,0:51:54,51.9
194,INDIVIDUALE,ITA,0:51:55,51.92
195,INDIVIDUALE,ITA,0:51:57,51.95
196,INDIVIDUALE,ITA,0:51:57,51.95
197,INDIVIDUALE,ITA,0:52:02,52.03
198,DLL,ITA,0:52:04,52.07
199,INDIVIDUALE,ITA,0:52:05,52.08
200,INDIVIDUALE,ITA,0:52:06,52.1
201,DLL,ITA,0:52:08,52.13
202,INDIVIDUALE,ITA,0:52:08,52.13
203,DLL,ITA,0:52:08,52.13
204,INDIVIDUALE,ITA,0:52:12,52.2
205,INDIVIDUALE,ITA,0:52:22,52.37
206,INDIVIDUALE,ITA,0:52:25,52.42
207,TEAM PURI,ITA,0:52:27,52.45
208,INDIVIDUALE,ITA,0:52:27,52.45
209,AR MILANO,ITA,0:52:29,52.48
210,INDIVIDUALE,ITA,0:52:30,52.5
211,INDIVIDUALE,ITA,0:52:34,52.57
212,INDIVIDUALE,ITA,0:52:39,52.65
213,INDIVIDUALE,ITA,0:52:47,52.78
214,ADIDAS RUNNERS,ITA,0:52:49,52.82
215,DLL,ITA,0:52:51,52.85
216,DLL,ITA,0:52:51,52.85
217,INDIVIDUALE,ITA,0:52:53,52.88
218,INDIVIDUALE,ITA,0:53:01,53.02
219,INDIVIDUALE,ITA,0:53:03,53.05
220,INDIVIDUALE,ITA,0:53:04,53.07
221,INDIVIDUALE,ITA,0:53:09,53.15
222,INDIVIDUALE,ITA,0:53:14,53.23
223,INDIVIDUALE,ITA,0:53:17,53.28
224,G.S. MONTESTELLA,ITA,0:53:18,53.3
225,INDIVIDUALE,ITA,0:53:19,53.32
226,PWC,ITA,0:53:26,53.43
227,INDIVIDUALE,ITA,0:53:27,53.45
228,INDIVIDUALE,ITA,0:53:35,53.58
229,CUS PRO PATRIA TRIATHLON,ITA,0:53:42,53.7
230,INDIVIDUALE,ITA,0:53:48,53.8
231,INDIVIDUALE,ITA,0:53:53,53.88
232,PWC,ITA,0:53:55,53.92
233,INDIVIDUALE,ITA,0:53:55,53.92
234,INDIVIDUALE,ITA,0:53:56,53.93
235,DLL,ITA,0:53:57,53.95
236,INDIVIDUALE,ITA,0:53:59,53.98
237,INDIVIDUALE,ITA,0:54:06,54.1
238,INDIVIDUALE,ITA,0:54:06,54.1
239,INDIVIDUALE,ITA,0:54:08,54.13
240,INDIVIDUALE,ITA,0:54:08,54.13
241,ROAD RUNNERS CLUB MILANO,ITA,0:54:09,54.15
242,PWC,ITA,0:54:11,54.18
243,INDIVIDUALE,ITA,0:54:16,54.27
244,INDIVIDUALE,ITA,0:54:19,54.32
245,ORTICA TEAM,ITA,0:54:20,54.33
246,INDIVIDUALE,ITA,0:54:26,54.43
247,DLL,ITA,0:54:30,54.5
248,INDIVIDUALE,ITA,0:54:31,54.52
249,INDIVIDUALE,ITA,0:54:33,54.55
250,INDIVIDUALE,ITA,0:54:38,54.63
251,INDIVIDUALE,ITA,0:54:39,54.65
252,INDIVIDUALE,ITA,0:54:39,54.65
253,INDIVIDUALE,ITA,0:54:45,54.75
254,DLL,ITA,0:54:45,54.75
255,INDIVIDUALE,ITA,0:54:49,54.82
256,INDIVIDUALE,ITA,0:54:56,54.93
257,INDIVIDUALE,ITA,0:55:01,55.02
258,INDIVIDUALE,ITA,0:55:02,55.03
259,INDIVIDUALE,ITA,0:55:05,55.08
260,INDIVIDUALE,ITA,0:55:08,55.13
261,INDIVIDUALE,ITA,0:55:09,55.15
262,INDIVIDUALE,ITA,0:55:17,55.28
263,INDIVIDUALE,PHI,0:55:22,55.37
264,INDIVIDUALE,ITA,0:55:31,55.52
265,INDIVIDUALE,ITA,0:55:35,55.58
266,INDIVIDUALE,ITA,0:55:35,55.58
267,INDIVIDUALE,ITA,0:55:36,55.6
268,INDIVIDUALE,ITA,0:55:38,55.63
269,INDIVIDUALE,ITA,0:55:46,55.77
270,DLL,ITA,0:55:53,55.88
271,DLL,ITA,0:55:53,55.88
272,ROAD RUNNERS CLUB MILANO,ITA,0:56:03,56.05
273,LA ESSEC CHE CONTA,ITA,0:56:07,56.12
274,LA ESSEC CHE CONTA,ITA,0:56:07,56.12
275,INDIVIDUALE,ITA,0:56:10,56.17
276,INDIVIDUALE,ITA,0:56:21,56.35
277,INDIVIDUALE,ITA,0:56:22,56.37
278,INDIVIDUALE,ITA,0:56:23,56.38
279,INDIVIDUALE,ITA,0:56:25,56.42
280,INDIVIDUALE,ITA,0:56:25,56.42
281,INDIVIDUALE,ITA,0:56:25,56.42
282,INDIVIDUALE,ITA,0:56:27,56.45
283,INDIVIDUALE,ITA,0:56:27,56.45
284,INDIVIDUALE,ITA,0:56:29,56.48
285,INDIVIDUALE,ITA,0:56:31,56.52
286,INDIVIDUALE,ITA,0:56:32,56.53
287,INDIVIDUALE,ROM,0:56:33,56.55
288,UNICI,ITA,0:56:43,56.72
289,UNICI,ITA,0:56:43,56.72
290,INDIVIDUALE,ITA,0:56:58,56.97
291,INDIVIDUALE,ITA,0:57:19,57.32
292,INDIVIDUALE,ITA,0:57:20,57.33
293,INDIVIDUALE,ITA,0:57:24,57.4
294,INDIVIDUALE,ITA,0:57:26,57.43
295,INDIVIDUALE,ITA,0:57:40,57.67
296,LODI,ITA,0:57:40,57.67
297,INDIVIDUALE,ITA,0:57:53,57.88
298,INDIVIDUALE,ITA,0:57:54,57.9
299,INDIVIDUALE,ITA,0:57:55,57.92
300,INDIVIDUALE,XKX,0:58:01,58.02
301,IVLSCOPPIATI,ITA,0:58:03,58.05
302,INDIVIDUALE,ITA,0:58:03,58.05
303,INDIVIDUALE,ITA,0:58:05,58.08
304,INDIVIDUALE,ITA,0:58:05,58.08
305,INDIVIDUALE,ITA,0:58:05,58.08
306,DLL,ITA,0:58:06,58.1
307,LA MICHETTA,ITA,0:58:06,58.1
308,DLL,ITA,0:58:07,58.12
309,INDIVIDUALE,ITA,0:58:12,58.2
310,INDIVIDUALE,ITA,0:58:15,58.25
311,INDIVIDUALE,ITA,0:58:27,58.45
312,ADIDAS RUNNERS,ITA,0:58:39,58.65
313,INDIVIDUALE,ITA,0:58:45,58.75
314,INDIVIDUALE,ITA,0:58:49,58.82
315,INDIVIDUALE,ITA,0:58:52,58.87
316,IVLSCOPPIATI,ITA,0:58:53,58.88
317,INDIVIDUALE,ITA,0:58:59,58.98
318,INDIVIDUALE,ITA,0:59:06,59.1
319,INDIVIDUALE,ITA,0:59:06,59.1
320,INDIVIDUALE,ITA,0:59:17,59.28
321,INDIVIDUALE,ITA,0:59:22,59.37
322,INDIVIDUALE,ITA,0:59:32,59.53
323,INDIVIDUALE,ITA,0:59:45,59.75
324,INDIVIDUALE,ITA,0:59:47,59.78
325,INDIVIDUALE,ROM,0:59:48,59.8
326,CHIETI,ITA,0:59:49,59.82
327,INDIVIDUALE,ITA,0:59:51,59.85
328,INDIVIDUALE,ITA,0:59:51,59.85
329,INDIVIDUALE,ITA,1:00:14,60.23
330,INDIVIDUALE,ITA,1:00:19,60.32
331,ROAD RUNNERS CLUB MILANO,ITA,1:00:20,60.33
332,INDIVIDUALE,ITA,1:00:21,60.35
333,UNICI,ITA,1:00:38,60.63
334,UNICI,ITA,1:00:38,60.63
335,INDIVIDUALE,ITA,1:00:40,60.67
336,INDIVIDUALE,ITA,1:00:42,60.7
337,INDIVIDUALE,ITA,1:00:52,60.87
338,INDIVIDUALE,ITA,1:00:52,60.87
339,INDIVIDUALE,ITA,1:00:53,60.88
340,INDIVIDUALE,ITA,1:01:12,61.2
341,INDIVIDUALE,ITA,1:01:18,61.3
342,INDIVIDUALE,PHI,1:01:20,61.33
343,INDIVIDUALE,ITA,1:01:22,61.37
344,ROAD RUNNERS CLUB MILANO,ITA,1:01:29,61.48
345,INDIVIDUALE,ITA,1:01:37,61.62
346,INDIVIDUALE,ITA,1:01:43,61.72
347,INDIVIDUALE,ITA,1:01:44,61.73
348,INDIVIDUALE,ITA,1:01:44,61.73
349,INDIVIDUALE,ITA,1:01:44,61.73
350,INDIVIDUALE,ITA,1:02:14,62.23
351,INDIVIDUALE,ITA,1:02:16,62.27
352,INDIVIDUALE,ITA,1:02:22,62.37
353,INDIVIDUALE,ITA,1:02:26,62.43
354,INDIVIDUALE,ITA,1:02:32,62.53
355,INDIVIDUALE,ITA,1:02:32,62.53
356,INDIVIDUALE,ITA,1:02:39,62.65
357,INDIVIDUALE,ITA,1:02:50,62.83
358,INDIVIDUALE,ITA,1:03:00,63.0
359,DLL,ITA,1:03:01,63.02
360,INDIVIDUALE,ITA,1:03:04,63.07
361,INDIVIDUALE,ITA,1:03:37,63.62
362,INDIVIDUALE,ITA,1:03:40,63.67
363,INDIVIDUALE,ITA,1:03:44,63.73
364,INDIVIDUALE,ITA,1:04:04,64.07
365,INDIVIDUALE,ITA,1:04:05,64.08
366,INDIVIDUALE,ITA,1:04:09,64.15
367,INDIVIDUALE,ITA,1:04:22,64.37
368,INDIVIDUALE,ITA,1:04:29,64.48
369,INDIVIDUALE,ITA,1:04:41,64.68
370,PWC,ITA,1:04:48,64.8
371,INDIVIDUALE,ITA,1:04:48,64.8
372,INDIVIDUALE,ITA,1:04:48,64.8
373,INDIVIDUALE,ITA,1:04:51,64.85
374,INDIVIDUALE,UKR,1:04:53,64.88
375,PWC,ITA,1:05:05,65.08
376,INDIVIDUALE,ITA,1:05:05,65.08
377,INDIVIDUALE,ITA,1:05:26,65.43
378,INDIVIDUALE,ITA,1:05:55,65.92
379,INDIVIDUALE,ITA,1:05:56,65.93
380,INDIVIDUALE,ITA,1:05:56,65.93
381,INDIVIDUALE,ITA,1:05:57,65.95
382,INDIVIDUALE,ITA,1:06:06,66.1
383,INDIVIDUALE,ITA,1:06:11,66.18
384,INDIVIDUALE,ITA,1:06:11,66.18
385,INDIVIDUALE,ITA,1:06:43,66.72
386,INDIVIDUALE,ITA,1:06:43,66.72
387,INDIVIDUALE,ITA,1:06:44,66.73
388,INDIVIDUALE,ITA,1:06:46,66.77
389,INDIVIDUALE,ITA,1:06:59,66.98
390,INDIVIDUALE,ITA,1:07:06,67.1
391,ROAD RUNNERS CLUB MILANO,ITA,1:07:19,67.32
392,ROAD RUNNERS CLUB MILANO,ITA,1:07:19,67.32
393,I FIGLI DI KMER,ITA,1:07:42,67.7
394,I FIGLI DI KMER,ITA,1:07:42,67.7
395,I FIGLI DI KMER,ITA,1:07:43,67.72
396,INDIVIDUALE,ITA,1:07:45,67.75
397,INDIVIDUALE,ITA,1:07:46,67.77
398,MILANO,ITA,1:08:00,68.0
399,INDIVIDUALE,ITA,1:08:00,68.0
400,URBAN RUNNERS,ITA,1:08:13,68.22
401,INDIVIDUALE,ITA,1:08:35,68.58
402,INDIVIDUALE,ITA,1:08:48,68.8
403,ALLUCINANT'S,ITA,1:08:50,68.83
404,INDIVIDUALE,ITA,1:09:35,69.58
405,INDIVIDUALE,ITA,1:10:58,70.97
406,INDIVIDUALE,ITA,1:11:24,71.4
407,INDIVIDUALE,ITA,1:12:19,72.32
408,INDIVIDUALE,ITA,1:13:27,73.45
409,JSC,ITA,1:15:18,75.3
410,INDIVIDUALE,ITA,1:15:32,75.53
411,INDIVIDUALE,ITA,1:15:33,75.55
412,INDIVIDUALE,ITA,1:16:42,76.7
413,UNICI,ITA,1:17:20,77.33
414,UNICI,ITA,1:17:43,77.72
415,PWC,ITA,1:17:53,77.88
416,UNICI,ITA,1:18:00,78.0
417,UNICI,ITA,1:18:40,78.67
418,INDIVIDUALE,ITA,1:18:53,78.88
419,INDIVIDUALE,ITA,1:21:13,81.22
420,INDIVIDUALE,ITA,1:21:25,81.42
421,INDIVIDUALE,ITA,1:23:22,83.37
422,INDIVIDUALE,ITA,1:23:37,83.62
423,ROAD RUNNERS CLUB MILANO,ITA,1:23:54,83.9
424,ROAD RUNNERS CLUB MILANO,ITA,1:24:09,84.15
425,ROAD RUNNERS CLUB MILANO,ITA,1:24:20,84.33
426,INDIVIDUALE,ITA,1:25:21,85.35
427,INDIVIDUALE,ITA,1:25:22,85.37
428,INDIVIDUALE,ITA,1:25:30,85.5
429,INDIVIDUALE,ITA,1:25:30,85.5
430,INDIVIDUALE,ITA,1:25:30,85.5
431,INDIVIDUALE,ITA,1:27:49,87.82
432,INDIVIDUALE,ITA,1:28:05,88.08
433,INDIVIDUALE,ITA,1:28:27,88.45
434,INDIVIDUALE,ITA,1:28:27,88.45
